restaurant_name,user_name,age_gender,usage_count,date,purpose,overall_score,plan_score,atmosphere_score,food_score,cost_performance_score,service_score,plan_menu,comment_food_drink,comment_atmosphere_service,comment_reactions
スカイラウンジ＆ダイニング「アーティスト カフェ」,ワカさん,50代前半（女）,1名,2024/12/30,その他(1人での予約),5.0,5,5,5,5,5,【販売終了】【OZの日★5100円】ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー,苺のスイーツはどれも可愛らしくて美味しかったし、飲み物も充実していて大変良かったです。季節のおすすめドリンクや本日の紅茶など、カップでの提供なのでたくさんおかわりできました。,年末でお客様が多く、お一人様貸切プランではなかったのでそこそこ賑やかでしたが、席が独立した配置で気になりませんでした。窓際２列目でしたが、景色を見ることができつつ、お籠り感もあって落ち着けました。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,チロルさん,40代後半（女）,1名,2024/12/27,その他(1人での予約),4.6,5,5,4,4,5,【販売終了】【OZの日★5100円】ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー,携帯からのセルフオーダーなので楽でよい！いちご尽くしで美味しく頂きました,曇りだったけど、少ししたら夕陽が出てちょっと見づらい席だったけど良かったです。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,ここさん,50代前半（女）,2名,2024/12/21,友人・知人との食事,5.0,5,5,5,5,5,ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー,どれもとても美味しく、お洒落で、可愛い。見惚れてしまいました,飲み物も全て美味しかったです。紅茶の種類も多く、とてもお洒落で美味しかったです,定期的にいきたい！と友人と話してました。次のプランこ時も早めに予約するつもりです
スカイラウンジ＆ダイニング「アーティスト カフェ」,おはぎさん,40代後半（女）,1名,2024/12/23,その他(1人での予約),3.8,4,4,3,4,4,【販売終了】【OZの日★5100円】ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー,全体的に苺カラーで可愛かった。苺バーガー、苺のジュレが美味しかったが、ジュレの上に載ってる、クッキーとピスタチオのジェラートを手で持って食べたら、折れて、ジェラートが飛び散った（涙）,窓際席の予約をお勧めします。西日が入るので、１６時くらいまではブラインドを閉められてしまうため、二列目以降だとせっかくの絶景が半分の時間見れません。お店の人に相談したところ、たまたま窓際に空きがあり、移動させてもらいました。おかげで、絶景を楽しむ事が出来ました。ありがとうございます。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,こつぶっこさん,40代後半（女）,1名,2024/12/19,その他(1人での予約),5.0,5,5,5,5,5,ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー+おひとり様貸切DAY,見た目も可愛くて、もちろん味も美味しかったです。いちごも甘かったです。リンゴ酢ソーダ割りが美味しくておかわりをしました。,天気が良かったので西陽がすごかったです。でも眩しい事を伝えたらスタッフの方がすぐ対応してくれました。高層なので遮るものが何もなく眺めは抜群です。周りもお一人様だったので気になる事もなくゆっくりできました。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,りもっくさん,50代前半（女）,1名,2024/12/23,その他(1人での予約),4.8,5,5,5,4,5,【販売終了】【OZの日限定】シャインマスカット＆メロンアフタヌーンティー+ビネガードリンク＆カフェフリー(店舗最安値),ティースタンドのスイーツもセイボリーもどれもとても美味しくいただきました。ドリンクもたくさんの種類から選べてどれも美味しかったので、ついつい４種類もいただいてしまいました。,窓の外側に向いた席で隣とは距離があったため、ひとりの空間でゆったりと食事を楽しめました。ちょうど夕暮れを迎える時間で、ちょっとずつ変わっていく景色が楽しめて写真もいっぱい撮りました。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,りえぼんさん,60代前半（女）,2名,2024/12/24,女子会,4.0,4,5,5,3,3,【推し活★アフタヌーンティー】+10色から選べるノンアルドリンク1杯＋カフェフリー(12/10～),スノーマンのライブ前に、推し活アフタヌーンティーセットを注文しました。夕焼けから夜景に変わる最高のロケーションで、2人席で、ゆっくりとお茶を楽しめました。お値段も良いので、ちょっと女子には量が多すぎるかなという印象です。味は素晴らしかったです。,サービスが、ケータイでQ Rコードを読んで、注文でネット注文苦手な方は、口頭で出来るのかなって思いました。,とても喜んで、持ってきた推し活グッズと一緒に写真をとって楽しんでくれました。
スカイラウンジ＆ダイニング「アーティスト カフェ」,おほしさん,30代後半（女）,1名,2024/12/18,その他(1人での予約),5.0,5,5,5,5,5,ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー+おひとり様貸切DAY,とても美味しくいただきました。おすすめの紅茶も普段のまないですが試してみたら香りもよく飲みやすかったです。,丁寧な接客で落ち着いた雰囲気で良かったです。一人でもゆったりとできました。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,ひろりんさん,50代後半（女）,1名,2024/12/15,私の誕生日,4.8,5,5,5,4,5,ストロベリーアフタヌーンティー+カフェフリー+OZ限定(窓際席確約/3時間制・平日15時入店限定),3段スタンドだけでなくセイボリーも手が込んでいて美味しかったです。ドリンクもボットではなくカップでくるのでたくさんの種類をいただくことができました。,当日はあいにくの曇り空でしたがそれでも窓側確約の誰にも邪魔されない大きな窓からの景色は昼から夜景まで見られたので最高でした。,Unknown
スカイラウンジ＆ダイニング「アーティスト カフェ」,まさたんさん,40代前半（女）,1名,2024/12/13,その他(1人での予約),4.8,5,5,5,4,5,【販売終了】【OZの日★5100円】ストロベリーアフタヌーンティー+人気のビネガードリンク＆カフェフリー,おしゃれで一つ一つかわいい盛り付けでいちごもたくさん使われていて、食べるのがもったいないくらいでした。ドリンクも苺に、ちなんだものもあり、種類もあるので楽しく選びました。,窓からは絶景でした。夜景はとてもキレイだろうと思いながら、眺めてました。QRコードを読み込んで、オンラインでのオーダーでしたが、頼めばすぐに持って来てもらえて、スタッフさんも近くにいて、お願いすればすぐに来てくれそうでした。,Unknown
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,リードさん,40代前半（女）,4名,2024/12/31,女子会,5.0,5,5,5,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),乾杯のスパークリングはノンアルに変更できたりと、それぞれの好みに合わせたドリンクが選べました。個人的には山椒の入ったドリンクがとてもおいしかったです。,店員さんの対応が明るくウェルカム感が出ていました。おすすめドリンクも気軽に教えてくれて、気持ちの良い対応でした。アフタヌーンティーのメニューは甘いものだけでないのが良かったです。満足度の高い食事会になりました。ありがとうございました。,ゆっくりできたし、食事やドリンクが美味しかったと喜んでもらえました。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,ケイコさん,40代後半（女）,2名,2024/12/30,女子会,4.0,4,5,3,3,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(土日祝限定),ドリンクの品数がいままで行ったお店の中で1番多かったと思います。カクテルはどれも美味しく、ノンカクテルもたくさんあるのでアルコールがダメな友達ともいけそう。写真のメニューのお肉はなく(残念)ピクルス？になってました。一見量が少なそうと思いますが、ドリンクも色々楽しみながらだとちょうど良かったと思います。接客はみなさん丁寧で、写真撮りましょうか？とお声がけいただいたりご親切でした。,ほぼ女性の集まり、うるさすぎず静かすぎず程よく活気がある感じでした。店員さんはみなさん親切でした,料理の品数に足りるかね？と事前に話していましたが満足したようです
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,ほしともさん,40代後半（女）,3名,2024/12/30,女子会,5.0,5,5,5,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(土日祝限定),『アフタヌーンティー』となっていますが、ティーというかお酒がメインです。実際、私はお茶を一度も頼まずお酒のみ頼んでしまいました。そのお酒ですが、barなだけあって種類がもの凄く豊富です。そして、おすすめされるお酒がどれもこれも大変美味しかったです。お酒が好きな方には本当におすすめします。もちろん、ノンアルコールも種類が豊富でした。お茶もコーヒーもありましたよ。食事はおつまみがメインです。これがまたお酒が進むものばかりで最高でした。最後にデザートもきます。全体的に、お酒を美味しく飲むプランだと感じました。,店内は落ち着いた雰囲気でした。静かすぎず騒がしすぎずといった感じです。ドリンクはメニューを見ているとすぐにスタッフの方が来てくださって注文を受けてくださいました。おすすめなども最初に丁寧にご案内してくれます。ちょっとしたおつまみを無料で追加してくださったり、満足度が高かったです。滞在時間が3時間だったのも良かったです。友人とゆっくり喋ることが出来ました。スタッフの方の接客が本当に素晴らしくて、大変居心地が良かったですし、楽しい時間を過ごせました。絶対また行きたいと思います。,お酒も料理もおいしく、スタッフの方の接客も良くてすごく喜んでいました。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,momo*さん,30代後半（女）,2名,2024/12/28,友人・知人との食事,5.0,5,5,5,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(土日祝限定),最初はちょっと足りないかなとか思ってましたが、食べ始めたら全然足りなくなかったです。ドリンクがとても豊富で、注文するのにとても悩むくらいでした。,料理やドリンクの説明があるなど、とても丁寧なサービスでした。ドリンクもなくなりそうなときに注文を聞きにきていただけたので良かったです。ただ、女性の利用者が多かったので落ち着いた雰囲気ではなかったです。,同行者も料理の味やドリンクも、とても満足したようでした。また利用したいです。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,ゆうきさん,30代後半（女）,3名,2024/12/28,友人・知人との食事,5.0,5,5,5,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),アフタヌーンティーで、アルコール有りのフリードリンクでしたが、種類がとても豊富で満足感が高く、オリジナルブレンド品も含めてどれもとても美味しかったです。セイボリー系はどれも美味しくオシャレでした。スイーツにメッセージを書いてもらいましたが、とても可愛かったです。,とにかく、店員さんの対応がとても良く、それだけで再度利用したいと思いました。オーダーに来るタイミングや、飲物が出てくるスピードもとても早かったです。3人での利用でしたが、半個室で落ち着いて会話ができました。トイレも店内に有り、近くて良かったです。平日限定プランに割引まで付いていて、お店の対応が良かったので、とても満足しました。,料理も飲物も美味しく、お得感が合ってとても満足していました。アフタヌーンティー初心者がいましたが、彼女のアフタヌーンティーのイメージがこのお店で固まってしまったら、他のアフタヌーンティーが物足りないかもしれません。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,みつさん,40代後半（女）,2名,2024/12/30,家族との食事,4.8,5,5,5,4,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),苺のカクテル専用メニューがあり、たくさん頼んだ。全てが可愛くて美味しくて、特別感があった。,ドリンクが空になるタイミングを見てさりげなく次の注文を聞きにきてくれたり、ラストドリンクの時間を伝えに来てくれたので、思う存分カクテルを楽しめた。,Unknown
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,ジュマハロさん,60代前半（女）,2名,2024/12/27,女子会,5.0,5,5,5,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),乾杯スパークリングの中のイチゴが大きくて食べ応えあり、味もとても美味しかったです。,接客してくれた若い男の人がフレンドリーでおかわりを何回も聞いてくれて感じよく大変楽しい時を過ごせました。,３時間と長い時間でしたがアルコールドリンクメニューが大変豊富でびっくりしていました。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,ヴィさん,30代後半（女）,4名,2024/12/27,女子会,5.0,5,5,5,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),フリードリンクでコーヒー紅茶、アルコール類、ノンアルカクテル全て飲み放題でどれも美味しかったです。山椒入りとか、変わり種もあって楽しかった。,落ち着いた雰囲気で最高でした。テーブルとの間に仕切りもあり、周りを気にせず過ごせます。,全員大満足です。とにかく飲み物の種類が豊富なことに喜んでいました。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,yumiさん,30代後半（女）,2名,2024/12/26,女子会,4.8,5,5,5,4,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),お酒好きの方にぴったりの内容なのではと思いました。とにかくドリンクの種類が豊富で、季節のドリンク（今回はストロベリー系）は全制覇したかったのですが無理でした（笑）前菜はナッツ、クラッカー、につけるディップ、生ハムやチーズ、メインはトリュフ味のフライドポテトにイカ墨のコロッケ、お口直しにピクルス、最後にデザートでプチケーキが出てきてお酒がメインの方は十分かなと思います。私はどちらかというと料理メインなので、もう少しボリュームがあっても良かったです。でも総じて味も美味しく満足でした！,店内は落ち着いた雰囲気で、私が行った際は二人組などの少人数の方が多かったです。スタッフの方も笑顔でとても感じが良く、オーダーをする際もすぐに気づいてくださるなど気配りが行き届いているなという印象でした。,ドリンクの種類の多さに感動していました。料理も美味しいと好評でした。
LOBBY LOUNGE 東京 HIBIYA BAR 八重洲店（ロビーラウンジトウキョウヒビヤバーヤエステン）,いちこさん,30代後半（女）,4名,2024/12/27,女子会,4.8,5,5,4,5,5,【苺のアフタヌーンティー】前菜スタンドやセイボリーなど+苺の果実カクテル7種類含む180種3時間飲み放題(平日限定),料理はおつまみが中心で、アフタヌーンティーを期待すると少し物足りないかもしれませんが、お酒やノンアルコールの種類がとても豊富で私たちには満足でした。,早めに予約したからか、個室をお借りできました。静かでゆっくりできますし、スタッフさんの声掛けのタイミングもばっちりでした。,雰囲気の良さ、コスパの高さ、３時間たっぷりいられることに喜んでもらえました。
TAVERN by the green（タバーン・バイ ザ グリーン）,橋本さん,10代（女）,2名,2024/12/26,友人・知人との食事,3.8,3,5,4,3,4,【販売終了】【クリスマス2024】 煌めくルビーパールアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(12/23～12/25限定),ドリンクがおかわり自由でしたが、量が多くて何種類も試すのは難しいそうでしたが、バニラのやつがさいこうでした。,店内が可愛いので、凄く映えます！ライトが特に可愛かったです。,凄く楽しそうにしていました。が、サービス料が含まれるとは知らず困惑してました笑
TAVERN by the green（タバーン・バイ ザ グリーン）,しろさん,20代前半（男）,2名,2024/12/29,いつものデート,4.4,5,4,5,3,5,【販売終了】【クリスマス2024】 ランチコース×ミニアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(12/1～12/25),珍しく美味しい紅茶が飲み放題でとても良かった。食事も男性でも満たされる量でとても美味しかった。,入口付近の席で少し残念でしたが、落ち着いた雰囲気で良かったです。また、店員さんが積極的に声をかけて下さり、お客さんのことをよく見ていて素晴らしかったです。,料理も美味しく、とても満足した様子でした。アフタヌーンティーのスイーツもどれも美味しく喜んでいました。
TAVERN by the green（タバーン・バイ ザ グリーン）,さよよさん,40代後半（女）,2名,2024/12/31,女子会,4.6,5,5,4,4,5,【販売終了】【クリスマス2024】 ランチコース×ミニアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(12/1～12/25),いろいろな紅茶が飲めて美味しかったです。乾杯のシャンパンもおいしかったです。,駅から近く、表参道のイルミネーションが見れて最高のロケーションでした。,とても喜んでいました。ステキな思い出が出来ました。ありがとうございました。
TAVERN by the green（タバーン・バイ ザ グリーン）,お祝いした人さん,10代（女）,3名,2024/12/25,友人・知人の誕生日,5.0,5,5,5,5,5,【販売終了】【クリスマス2024】 煌めくルビーパールアフタヌーンティー+TWGカフェフリー(12/23～12/25限定),紅茶がとても香り高く、普段飲まない紅茶にもティーフリーだったため挑戦することができた。お食事もとても美味しく、友人と一品ずつ喜びを分かち合うことができた。見栄えもすてきで、いくら写真を撮っても足りないと感じさせられた。,忙しい中でも店員さんがすぐに対応してくださり、優雅な時間を過ごすことができた。華やかでありながら品のあるクリスマスを感じることができる飾り付けが綺麗だった。外のイルミネーションがとてもよく見え、店内の大きな窓から見ることができて感激した。,とても喜んでくれた。店内で写真を撮る手はなかなか止まらないところから非日常な空間に包まれることができたのだと思う。食事も楽しそうにいただいていた。
TAVERN by the green（タバーン・バイ ザ グリーン）,chisiyaさん,10代（女）,2名,2024/12/24,女子会,4.8,5,5,5,4,5,【販売終了】【クリスマス2024】 煌めくルビーパールアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(12/23～12/25限定),スイーツや料理ひとつひとつ美味しくて満足でした！見た目もとても可愛く、写真も沢山撮りました。,ドリンクが無料飲み放題で嬉しかったです。クリスマスツリーなどもありお洒落でした。,以前から楽しみにしておりましたが、美味しい料理とおしゃれな店内にとても満足していました。
TAVERN by the green（タバーン・バイ ザ グリーン）,saraswaさん,50代後半（女）,1名,2024/12/25,私の誕生日,4.0,4,4,4,4,4,【販売終了】【クリスマス2024】 煌めくルビーパールアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(11/19～12/22・平日限定),（食材によると思いますが）事前にリクエストすればアレルギー対応をしてもらえます。,窓向きの席は大きなソファーに包まれて、隣の席が気にならず良かったです。スタッフ皆様のサービスもつかず離れず感が丁度良いです。,Unknown
TAVERN by the green（タバーン・バイ ザ グリーン）,sssさん,30代前半（女）,3名,2024/12/18,女子会,5.0,5,5,5,5,5,【販売終了】【クリスマス2024】 ランチコース×ミニアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(12/1～12/25),食事もアフタヌーンティーもどちらも楽しめてとても良いプランだと思います。,お隣さんとも距離があったので、個室でなくてもゆっくりできると思います。,メインディッシュが選べるので、好みに合わせて注文できるところが良かったです。
TAVERN by the green（タバーン・バイ ザ グリーン）,ふくまるさん,30代後半（女）,2名,2024/12/17,家族との食事,5.0,5,5,5,5,5,【販売終了】【クリスマス2024】 煌めくルビーパールアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(11/19～12/22・平日限定),量も内容も大満足でした。最初に提供されたサラダとスープが単純な前菜ではなく、今回のテーマに沿って工夫されているメニューで嬉しくなりました。その後のタワーも全て美味しかったです。一つ一つがクリスマス仕様に考えられていて、見た目も美しく、食べる度に楽しい気持ちになれました。,とてもゆったりした時間を過ごすことが出来ました。お席もテーブルも広く、クリスマスの飾り付けも綺麗でした。スタッフの方は皆さんとても素晴らしく、笑顔で頻繁に声を掛けてくださいました。皆さんから「いい時間を過ごしてほしい」という気持ちが伝わってきました。,Unknown
TAVERN by the green（タバーン・バイ ザ グリーン）,キャマさん,50代前半（女）,8名,2024/12/18,友人・知人の誕生日,4.0,4,4,4,4,4,【販売終了】【クリスマス2024】 ランチコース×ミニアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(12/1～12/25),乾杯ドリンクにカフェフリー付コースだったので、アルコール弱めメンバーにも好評でした。様々な種類のTWGの紅茶が頂けて、お料理もアフターヌーンティのデザートも味が良く満喫いたしました。,開放感ある明るい店内で、時期的にちょうど窓越しに表参道のイルミネーションが眺められたのが大変良かったです。,14:30?遅めのランチが可能なお店がなかなか無い中、８名席も予約が出来て、充実したコース内容とサービスでご対応頂けて大変喜ばれました。
TAVERN by the green（タバーン・バイ ザ グリーン）,ユーミンさん,60代後半（女）,2名,2024/12/13,女子会,4.0,3,5,4,3,5,【販売終了】【クリスマス2024】 煌めくルビーパールアフタヌーンティー+乾杯酒＆TWGカフェフリー+早割(11/19～12/22・平日限定),ドリンクは、充分。サラダ、スープは、美味しく見栄えも良いです、デザートがイマイチでした。ちょっと甘すぎました。チョッパい物が、食べたくなり、全体的に甘かった。デザートが中心のコースなので甘さ控えめな方が飲み物ももっと美味しく感じると思います。,サービスは、良かったです。配慮もありクリスマスっぽい雰囲気で居心地は、良かったです。,友人は、初めてでしたので気に入ったようでした。女性客が多く女子会におすすめですね。
cafe accueil（カフェ　アクイーユ）,ちーかぷさん,20代前半（女）,2名,2024/12/31,女子会,4.8,5,5,5,5,4,【販売終了】【抹茶といちごのアフタヌーンティー】+2時間カフェフリー(12/26～1/31),スイーツやセイボリーの割合が程よく、またどれも美味しかったです！濃厚な抹茶の味わいと甘酸っぱいいちごの相性が良くて、抹茶スイーツを存分に楽しめました。,おしゃれな雰囲気で、席と席の感覚も広めなのでゆったり過ごせました。ドリンクのおかわりをモバイルオーダーで注文できるのは便利だと思いました。,友人にも楽しんでもらえて良かったです！最後の方は結構お腹いっぱいになったので、コスパも良いかなと思いました。
